trial_id,stage_num,rep_num,trial_num,chat_prompt,model_logprobs,target
1650,1,6,66,"[{'role': 'user', 'content': 'describer: flat top diamond\n'}]","{'J': -1.7563637495040894, 'K': -1.7563637495040894, 'L': -1.8813637495040894, 'H': -2.0063636302948, 'D': -2.7563636302948, 'F': -2.7563636302948, 'G': -2.881363868713379, 'C': -3.0063636302948, 'A': -3.256363868713379, 'B': -3.256363868713379, 'I': -3.256363868713379, 'E': -4.381363868713379}",J
1651,1,6,67,"[{'role': 'user', 'content': 'describer: skate\n'}]","{'A': -1.426957607269287, 'B': -2.051957607269287, 'C': -2.051957607269287, 'D': -2.301957607269287, 'I': -2.426957607269287, 'L': -2.801957607269287, 'F': -2.926957607269287, 'E': -3.051957607269287, 'G': -3.051957607269287, 'H': -3.051957607269287, 'K': -3.426957607269287, 'J': -4.051957607269287}",I
1652,1,6,68,"[{'role': 'user', 'content': 'describer: rabbit ears\n'}]","{'G': -2.0185840129852295, 'L': -2.0185840129852295, 'K': -2.1435840129852295, 'H': -2.2685840129852295, 'B': -2.3935837745666504, 'C': -2.3935837745666504, 'A': -2.7685837745666504, 'F': -2.7685837745666504, 'J': -2.8935840129852295, 'D': -3.0185837745666504, 'I': -3.0185837745666504, 'E': -3.1435840129852295}",E
1653,1,6,69,"[{'role': 'user', 'content': 'describer: grad lectern\n'}]","{'J': -1.6244995594024658, 'H': -1.7494996786117554, 'D': -1.9994995594024658, 'L': -2.624499559402466, 'B': -2.749499797821045, 'F': -2.749499797821045, 'K': -2.749499797821045, 'A': -2.874499559402466, 'C': -2.874499559402466, 'I': -3.124499559402466, 'G': -3.249499797821045, 'E': -3.749499559402466}",D
1654,1,6,70,"[{'role': 'user', 'content': 'describer: preacher\n'}]","{'H': -1.6976977586746216, 'D': -1.8226977586746216, 'L': -1.9476977586746216, 'J': -2.197697639465332, 'A': -2.572697639465332, 'K': -2.697697639465332, 'F': -2.822697877883911, 'C': -2.947697639465332, 'I': -3.072697877883911, 'B': -3.197697639465332, 'G': -3.447697877883911, 'E': -4.072697639465332}",C
1655,1,6,71,"[{'role': 'user', 'content': 'describer: mouse\n'}]","{'G': -1.9304888248443604, 'F': -2.0554885864257812, 'L': -2.0554885864257812, 'B': -2.3054885864257812, 'C': -2.4304885864257812, 'E': -2.5554888248443604, 'H': -2.5554888248443604, 'A': -2.8054888248443604, 'I': -2.9304885864257812, 'K': -2.9304885864257812, 'D': -3.0554888248443604, 'J': -3.4304885864257812}",B
1656,1,6,72,"[{'role': 'user', 'content': 'describer: you did awesome!\ndescriber: spy\n'}]","{'A': -1.7790191173553467, 'D': -1.7790191173553467, 'B': -1.9040191173553467, 'C': -2.2790191173553467, 'L': -2.4040191173553467, 'H': -2.5290191173553467, 'F': -2.7790191173553467, 'G': -3.2790191173553467, 'I': -3.2790191173553467, 'E': -3.4040191173553467, 'K': -3.4040191173553467, 'J': -3.5290191173553467}",A
7102,1,1,1,"[{'role': 'user', 'content': ""matcher: hello! :-)\ndescriber: ok, so a diamond for the head and a full body with the point towards the right?\ndescriber: hello there\ndescriber: this moight be tough, but i will try my best\nmatcher: okay so like if the picture had  'hands' they would be pointing to the right?\ndescriber: point is at the bottom\ndescriber: no hands\ndescriber: almost looks like they are sitting\nmatcher: so the bottom part of the picture is pointing right and the rest of the body is straight?\ndescriber: yes, i think\n""}]","{'F': -0.4996933341026306, 'L': -2.4996933937072754, 'G': -2.6246933937072754, 'H': -2.7496933937072754, 'B': -3.1246933937072754, 'C': -3.4996933937072754, 'E': -3.4996933937072754, 'D': -3.8746933937072754, 'A': -4.374693393707275, 'J': -4.374693393707275, 'K': -4.499693393707275, 'I': -4.624693393707275}",H
7103,1,1,2,"[{'role': 'user', 'content': 'describer: awesome job\nmatcher: wohoo\ndescriber: ok, diamond is on the left side. looks like two hands on the right one on top and the other lower. the body all the way to the left\n'}]","{'B': -1.7208505868911743, 'A': -1.8458505868911743, 'G': -2.2208504676818848, 'C': -2.3458504676818848, 'K': -2.4708504676818848, 'D': -2.7208504676818848, 'F': -2.7208504676818848, 'E': -2.9708504676818848, 'H': -2.9708504676818848, 'I': -2.9708504676818848, 'L': -3.095850706100464, 'J': -3.2208504676818848}",G
7104,1,1,3,"[{'role': 'user', 'content': 'describer: yes\ndescriber: looks like he is standing on one leg\n'}]","{'A': -0.6670276522636414, 'D': -1.9170277118682861, 'C': -2.417027711868286, 'I': -2.792027711868286, 'B': -3.042027711868286, 'L': -3.417027711868286, 'F': -3.792027711868286, 'H': -3.917027711868286, 'K': -3.917027711868286, 'E': -4.042027473449707, 'G': -4.042027473449707, 'J': -4.917027950286865}",I
7105,1,1,4,"[{'role': 'user', 'content': 'describer: straight out behind\ndescriber: sorry\ndescriber: standing on one leg. diamond on the back\ndescriber: beak in the front\n'}]","{'L': -1.8343102931976318, 'D': -1.9593104124069214, 'K': -1.9593104124069214, 'H': -2.084310293197632, 'C': -2.459310293197632, 'A': -2.584310293197632, 'J': -2.834310293197632, 'F': -2.959310293197632, 'G': -2.959310293197632, 'I': -3.084310293197632, 'B': -3.209310293197632, 'E': -4.084310531616211}",A
7106,1,1,5,"[{'role': 'user', 'content': 'describer: sitting with leg out,  bent a bit\nmatcher: no arms out?\ndescriber: no arms\n'}]","{'F': -0.2502933144569397, 'B': -3.125293254852295, 'G': -3.250293493270874, 'E': -3.375293254852295, 'L': -3.375293254852295, 'C': -3.875293254852295, 'H': -4.250293254852295, 'A': -4.500293254852295, 'D': -4.625293254852295, 'I': -5.125293254852295, 'J': -5.500293254852295, 'K': -6.000293254852295}",F
7107,1,1,6,"[{'role': 'user', 'content': 'describer: arms raised like a ghost\n'}]","{'A': -1.8573801517486572, 'B': -1.8573801517486572, 'C': -2.1073801517486572, 'L': -2.3573801517486572, 'I': -2.4823801517486572, 'K': -2.4823801517486572, 'D': -2.6073801517486572, 'G': -2.7323801517486572, 'H': -2.8573801517486572, 'F': -3.2323801517486572, 'E': -3.3573801517486572, 'J': -3.6073801517486572}",C
7108,1,1,7,"[{'role': 'user', 'content': 'describer: diamond as head with point on top. almost a full rectangle as a body, but an indent on the bottom pointing in\ndescriber: top as a point going out on the right side\n'}]","{'J': -1.0194430351257324, 'H': -1.6444430351257324, 'L': -1.8944430351257324, 'F': -2.5194430351257324, 'K': -2.6444430351257324, 'D': -3.1444430351257324, 'I': -3.6444430351257324, 'B': -3.8944430351257324, 'G': -3.8944430351257324, 'C': -4.394443035125732, 'A': -4.769443035125732, 'E': -4.894443035125732}",J
7109,1,1,8,"[{'role': 'user', 'content': 'describer: ha, these are hard to describe!\nmatcher: yah but you are doing good\ndescriber: two triangles on top of a square for head\n'}]","{'B': -1.943184733390808, 'K': -2.0681848526000977, 'J': -2.1931846141815186, 'L': -2.1931846141815186, 'A': -2.4431848526000977, 'H': -2.4431848526000977, 'C': -2.5681846141815186, 'G': -2.5681846141815186, 'D': -2.8181846141815186, 'F': -2.9431846141815186, 'I': -3.3181846141815186, 'E': -3.6931848526000977}",E
7110,1,1,9,"[{'role': 'user', 'content': 'describer: thanks\ndescriber: zig zag body diamond on top\ndescriber: looks like an s\n'}]","{'L': -1.022949457168579, 'K': -1.147949457168579, 'H': -2.147949457168579, 'G': -3.147949457168579, 'I': -3.272949457168579, 'F': -3.647949457168579, 'J': -3.647949457168579, 'C': -3.897949457168579, 'D': -4.147949695587158, 'B': -4.397949695587158, 'A': -4.52294921875, 'E': -4.897949695587158}",L
7111,1,1,10,"[{'role': 'user', 'content': 'describer: looks like a priest in a robe\ndescriber: hands pointing left\nmatcher: like he is standing? with feet and hands pointing left?\ndescriber: yes\n'}]","{'A': -1.2045776844024658, 'D': -1.2045776844024658, 'C': -2.2045774459838867, 'B': -2.579577684402466, 'F': -2.829577684402466, 'H': -3.329577684402466, 'L': -3.454577684402466, 'G': -3.704577684402466, 'I': -3.829577684402466, 'K': -4.079577445983887, 'E': -4.329577445983887, 'J': -4.829577445983887}",D
7112,1,1,11,"[{'role': 'user', 'content': 'describer: square and triangle on top\ndescriber: small triangle on the bottom left\nmatcher: does it look like someone kneeling with their arms stretched out?\ndescriber: not really\ndescriber: you can see a small triangle on the left hand side on the bottom of the figure\n'}]","{'B': -1.6087368726730347, 'G': -1.6087368726730347, 'C': -1.8587368726730347, 'F': -1.9837368726730347, 'E': -2.358736753463745, 'A': -2.983736753463745, 'D': -3.483736753463745, 'I': -3.483736753463745, 'K': -3.483736753463745, 'L': -3.483736753463745, 'H': -3.733736753463745, 'J': -4.483736991882324}",B
7113,1,1,12,"[{'role': 'user', 'content': 'describer: looks like someone praying\ndescriber: not the s shaped one\n'}]","{'F': -1.759981393814087, 'H': -1.759981393814087, 'L': -1.759981393814087, 'D': -2.384981393814087, 'K': -2.384981393814087, 'J': -2.509981393814087, 'C': -2.759981393814087, 'G': -2.884981393814087, 'B': -3.259981393814087, 'A': -3.634981393814087, 'I': -4.134981632232666, 'E': -4.259981155395508}",K
7114,1,2,13,"[{'role': 'user', 'content': 'describer: someone sitting with their knees up\n'}]","{'F': -0.0856591984629631, 'B': -3.9606592655181885, 'G': -4.210659027099609, 'E': -4.335659027099609, 'L': -4.335659027099609, 'C': -5.335659027099609, 'H': -5.460659027099609, 'D': -5.710659027099609, 'A': -5.835659027099609, 'J': -5.960659027099609, 'I': -6.210659027099609, 'K': -6.835659027099609}",F
7115,1,2,14,"[{'role': 'user', 'content': 'describer: standing on one foot with the other pointed out towards the right\n'}]","{'A': -0.8659271001815796, 'D': -1.9909271001815796, 'C': -2.11592698097229, 'B': -2.36592698097229, 'I': -2.990927219390869, 'F': -3.240927219390869, 'L': -3.365927219390869, 'G': -3.49092698097229, 'H': -3.74092698097229, 'E': -3.865927219390869, 'K': -3.99092698097229, 'J': -4.990927219390869}",I
7116,1,2,15,"[{'role': 'user', 'content': 'describer: looks like a small mountain and a large one with a square and 2 triangles on top\n'}]","{'E': -0.5003851652145386, 'B': -2.750385284423828, 'H': -2.750385284423828, 'A': -2.875385284423828, 'I': -3.125385284423828, 'F': -3.375385284423828, 'G': -3.750385284423828, 'J': -3.750385284423828, 'L': -3.750385284423828, 'K': -3.875385284423828, 'C': -4.000385284423828, 'D': -4.000385284423828}",E
6073,1,1,1,"[{'role': 'user', 'content': 'matcher: howdy\n'}]","{'A': -1.749751091003418, 'D': -1.874751091003418, 'B': -2.249751091003418, 'C': -2.249751091003418, 'F': -2.624751091003418, 'H': -2.624751091003418, 'L': -2.624751091003418, 'I': -2.874751091003418, 'G': -2.999751091003418, 'K': -2.999751091003418, 'E': -3.124751091003418, 'J': -3.374751091003418}",H
7372,1,1,2,"[{'role': 'user', 'content': 'matcher: hi\n'}]","{'A': -1.4827414751052856, 'D': -1.4827414751052856, 'B': -2.357741594314575, 'C': -2.357741594314575, 'F': -2.670241594314575, 'H': -2.920241355895996, 'L': -2.920241355895996, 'I': -3.232741594314575, 'E': -3.357741355895996, 'J': -3.420241594314575, 'G': -3.482741594314575, 'K': -3.670241594314575}",B
5961,1,1,1,"[{'role': 'user', 'content': ""describer: hello there.  so, the image you'll want to select it looks almost like a person kneeling on the ground.\n""}]","{'F': -0.13248752057552338, 'E': -3.6324875354766846, 'B': -3.7574875354766846, 'G': -3.7574875354766846, 'L': -4.0074872970581055, 'C': -4.6324872970581055, 'H': -5.257487773895264, 'A': -5.3824872970581055, 'D': -5.5074872970581055, 'I': -5.7574872970581055, 'J': -5.8824872970581055, 'K': -6.2574872970581055}",B
5962,1,1,2,"[{'role': 'user', 'content': 'describer: this one is standing on one leg, with one leg out, almost like an elephant head.\ndescriber: the head looks like an elephant that is.\n'}]","{'A': -1.396540641784668, 'B': -1.771540641784668, 'E': -2.146540641784668, 'I': -2.271540641784668, 'C': -2.396540641784668, 'F': -2.771540641784668, 'D': -2.896540641784668, 'G': -3.021540641784668, 'L': -3.146540641784668, 'H': -3.521540641784668, 'J': -4.271540641784668, 'K': -4.271540641784668}",A
5963,1,1,3,"[{'role': 'user', 'content': ""matcher: got one!\ndescriber: this one looks like it's laying in bed, with like half a blanket on them, the rest maybe cut by scissors.\ndescriber: haha, yup!\ndescriber: this is a very rough one to describe .\nmatcher: the one with a triangle on the back?\ndescriber: i don't think so.  the head is right in the middle of it, if the entire shape was filled in, it'd look like they were in a bed.\nmatcher: count how many points are on it\nmatcher: 9?\ndescriber: i think so - just go with your gut, this one is rough for me.\n""}]","{'F': -0.24528242647647858, 'G': -2.9952824115753174, 'E': -3.1202824115753174, 'B': -3.3702824115753174, 'L': -3.3702824115753174, 'C': -4.1202826499938965, 'H': -4.4952826499938965, 'A': -4.9952826499938965, 'I': -5.1202826499938965, 'D': -5.2452826499938965, 'J': -5.620282173156738, 'K': -5.620282173156738}",J
5964,1,1,4,"[{'role': 'user', 'content': 'describer: ok, this is the tallest one kneeling down with their arms out it looks like.\n'}]","{'F': -0.6588311195373535, 'E': -2.5338311195373535, 'G': -2.5338311195373535, 'B': -2.6588311195373535, 'L': -2.6588311195373535, 'H': -3.0338311195373535, 'C': -3.2838311195373535, 'I': -3.6588311195373535, 'J': -3.9088311195373535, 'D': -4.0338311195373535, 'A': -4.1588311195373535, 'K': -4.1588311195373535}",K
5965,1,1,5,"[{'role': 'user', 'content': 'describer: this one looks like a person flying.\n'}]","{'C': -0.8557451963424683, 'B': -1.2307451963424683, 'A': -2.7307450771331787, 'D': -3.355745315551758, 'I': -3.355745315551758, 'G': -3.4807450771331787, 'K': -3.605745315551758, 'E': -3.7307450771331787, 'L': -3.7307450771331787, 'F': -3.855745315551758, 'H': -4.480745315551758, 'J': -5.105745315551758}",C
5966,1,1,6,"[{'role': 'user', 'content': ""describer: ok, not the kneeling one from last time, but the other one kneeling that's tall.\n""}]","{'F': -0.4562271237373352, 'E': -2.4562270641326904, 'L': -2.8312270641326904, 'H': -2.9562270641326904, 'B': -3.0812270641326904, 'G': -3.0812270641326904, 'C': -3.7062270641326904, 'J': -4.3312273025512695, 'A': -4.456226825714111, 'D': -4.5812273025512695, 'I': -4.5812273025512695, 'K': -5.3312273025512695}",L
5967,1,1,7,"[{'role': 'user', 'content': 'describer: the one that looks like the trix rabbit ears.  the one you thought it was when i gave that horrible bed description.\n'}]","{'B': -1.506776213645935, 'A': -2.1317763328552246, 'G': -2.3817763328552246, 'E': -2.5067760944366455, 'L': -2.5067760944366455, 'H': -2.6317763328552246, 'I': -2.6317763328552246, 'C': -2.7567763328552246, 'F': -2.8817763328552246, 'K': -2.8817763328552246, 'D': -3.2567763328552246, 'J': -3.2567763328552246}",E
5968,1,1,8,"[{'role': 'user', 'content': 'describer: ok, pretty much completely shapeless person.\nmatcher: the one with the diamond on top pointing up?\ndescriber: yeah\n'}]","{'J': -0.9281865358352661, 'L': -1.3031864166259766, 'K': -1.9281864166259766, 'H': -2.4281864166259766, 'F': -3.1781864166259766, 'G': -4.428186416625977, 'I': -4.428186416625977, 'D': -4.553186416625977, 'A': -5.178186416625977, 'B': -5.303186416625977, 'C': -5.303186416625977, 'E': -6.303186416625977}",H
5969,1,1,9,"[{'role': 'user', 'content': ""describer: bah, i'm no good at this.\nmatcher: it's hard\ndescriber: ok, so...this one is the other one with odd ears, not the previous.\ndescriber: almost like a person laying back\ndescriber: there's a square on one side, and an odd shape on the other side.\nmatcher: is the square pointing right and slightly to the bottom?\ndescriber: angled downward.  it isn't the one that looks like the guy is standing up.\n""}]","{'F': -1.0285698175430298, 'G': -1.6535698175430298, 'E': -2.1535699367523193, 'C': -2.5285696983337402, 'B': -2.6535699367523193, 'L': -2.9035696983337402, 'H': -3.1535696983337402, 'A': -3.7785699367523193, 'K': -4.02856969833374, 'D': -4.15356969833374, 'I': -4.15356969833374, 'J': -4.40356969833374}",G
5970,1,1,10,"[{'role': 'user', 'content': 'matcher: i should have went with my gut on that one\ndescriber: haha, just do that from now on, this is rough.\ndescriber: ok, so this pretty much looks like a guy sitting, his legs angled a little upward, his head looking down.\n'}]","{'F': -0.09164953976869583, 'E': -3.9666495323181152, 'G': -3.9666495323181152, 'B': -4.091649532318115, 'L': -4.466649532318115, 'C': -4.966649532318115, 'D': -5.716649532318115, 'H': -5.716649532318115, 'A': -5.841649532318115, 'I': -6.341649532318115, 'J': -6.466649532318115, 'K': -7.216649532318115}",F
5971,1,1,11,"[{'role': 'user', 'content': ""describer: balancing on one leg, one foot behind him like he's throwing a kick\nmatcher: the one with the two triangles pointing to the left?\ndescriber: yup.\n""}]","{'A': -0.9153186082839966, 'B': -1.1653186082839966, 'C': -2.415318489074707, 'I': -2.790318489074707, 'E': -3.165318489074707, 'D': -3.540318489074707, 'G': -3.665318489074707, 'F': -3.915318727493286, 'H': -5.040318489074707, 'L': -5.165318489074707, 'K': -5.915318489074707, 'J': -6.040318489074707}",I
