trialNum,repNum,gameId,tangram,playerId,role,numPlayers,text,condition,realCorrect,targetNum,activePlayerCount,spans,span_offsets,raw_spans
18,1,Z2WAkYpWiXwuGcdME,E,nt3EW7xXyRQqvDebf,listener,2,With the triangular body,2_thick,1,6,2,"[{""span"":""triangular"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""body"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[9,19],[20,24]]",With the triangular LITERAL PART
18,1,Z2WAkYpWiXwuGcdME,E,nt3EW7xXyRQqvDebf,listener,2,Pointing right,2_thick,1,6,2,"[{""span"": ""Pointing right"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 14]]","""Pointing right"" METAPHOR HOLISTIC"
6,0,zviCQXNM4xWoYTmoY,G,Q5Bs5Daz3vBi66sSW,speaker,6,erm like lots of weird shapes Doesn't look like anything,no_rotate,5,6,NA,"[{""span"":""erm like lots of weird shapes"",""literal_metaphor"":""literal"",""part_holistic"":""holistic""},{""span"":""anything"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,29],[48,56]]","""erm like lots of weird shapes"" METAPHOR HOLISTIC  
""Doesn't look like"" METAPHOR  
""anything"" METAPHOR HOLISTIC"
6,0,zviCQXNM4xWoYTmoY,G,5J7qybS6Kinu3Cgrf,listener,6,Small triangle in bottom right,no_rotate,5,6,NA,"[{""span"":""Small triangle in bottom right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,30]]","""Small triangle"" LITERAL PART  
""bottom right"" LITERAL PART"
6,0,zviCQXNM4xWoYTmoY,G,Q5Bs5Daz3vBi66sSW,speaker,6,"flat base bottom left, diamond near the top, small triangle bottom right",no_rotate,5,6,NA,"[{""span"":""flat base bottom left"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""diamond near the top"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":"" small triangle bottom right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,21],[23,43],[44,72]]","flat base LITERAL PART
bottom left LITERAL PART
diamond near the top LITERAL PART
small triangle LITERAL PART
bottom right LITERAL PART"
43,3,x8BXJBHh3RxchPoHv,G,APorxfw5ZESs4jLDh,speaker,5,dancer,5_rotate,4,7,NA,"[{""span"": ""dancer"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""dancer"" METAPHOR HOLISTIC"
55,4,zviCQXNM4xWoYTmoY,H,Q5Bs5Daz3vBi66sSW,speaker,6,not the candle,no_rotate,5,7,NA,"[{""span"": ""not the candle"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 14]]","""not the candle"" METAPHOR HOLISTIC"
21,1,LzNv7CD7gRuxpk7cQ,J,MrNX5Si499ovSY845,speaker,3,the candle,3_rotate,2,9,NA,"[{""span"": ""the candle"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""the candle"" METAPHOR HOLISTIC"
38,3,zviCQXNM4xWoYTmoY,L,Q5Bs5Daz3vBi66sSW,speaker,6,bending knees hands out again,no_rotate,5,2,NA,"[{""span"":""bending knees"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""hands out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13],[14,23]]","""bending knees"" METAPHOR PART  
""hands out"" LITERAL PART  
""again"" PART"
45,3,22dyGMRgestp8u5Lc,H,zbNWfn7CxR9SSytWA,speaker,2,"no arms or legs, upright",2_thin,1,9,2,"[{""span"":""no arms or legs"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":"" upright"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,15],[16,24]]","no arms or legs"" METAPHOR PART  
upright"" LITERAL PART"
32,2,zviCQXNM4xWoYTmoY,B,Q5Bs5Daz3vBi66sSW,speaker,6,dog diamond and triangle at the top,no_rotate,5,8,NA,"[{""span"":""dog"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""diamond and triangle at the top"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,3],[4,35]]","dog METAPHOR HOLISTIC  
diamond LITERAL PART  
and LITERAL PART  
triangle LITERAL PART  
at the top LITERAL PART"
44,3,MEJ8y7jRW4947MPrH,I,XNra8yzmu6p3Xw6m5,speaker,6,karate,full_feedback,5,8,NA,"[{""span"": ""karate"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""karate"" METAPHOR HOLISTIC"
25,2,MDLyuv29jevaGLSeT,K,9SydRxgkpDiJakuxY,speaker,6,kneeling facing right arms out,6_thin,5,1,6,"[{""span"":""kneeling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arms out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,8],[9,21],[22,30]]","""kneeling"" METAPHOR PART  
""facing right"" LITERAL PART  
""arms out"" LITERAL PART"
4,0,BTbGhXZvjdSFubTBg,F,WXmyGwByDtSr3gTyk,speaker,6,sitting down in a slouched position,6_thick,5,4,6,"[{""span"":""sitting down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""slouched position"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,12],[18,35]]","""sitting down"" METAPHOR HOLISTIC  
""slouched position"" METAPHOR PART"
4,0,BTbGhXZvjdSFubTBg,F,j9qfbLnF9TpFABZaJ,listener,6,kinda like me rn,6_thick,5,4,6,"[{""span"": ""kinda like me"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 13]]","""kinda like me"" METAPHOR HOLISTIC"
4,0,BTbGhXZvjdSFubTBg,F,WXmyGwByDtSr3gTyk,speaker,6,arms down,6_thick,5,4,6,"[{""span"": ""arms down"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 9]]","""arms down"" METAPHOR PART"
4,0,BTbGhXZvjdSFubTBg,F,9nyyLZ9PJhX7LnAx7,listener,6,Legs or no legs,6_thick,5,4,6,"[{""span"": ""Legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}, {""span"": ""no legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 4], [8, 15]]","""Legs"" METAPHOR PART  
""no legs"" METAPHOR PART"
4,0,BTbGhXZvjdSFubTBg,F,WXmyGwByDtSr3gTyk,speaker,6,legs,6_thick,5,4,6,"[{""span"":""legs"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,4]]",legs METAPHOR PART
4,0,BTbGhXZvjdSFubTBg,F,EnZxY9HcC4c6WuCd8,listener,6,In a bean bag chair,6_thick,5,4,6,"[{""span"": ""In a bean bag chair"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 19]]","""In a bean bag chair"" METAPHOR HOLISTIC"
9,0,Z2WAkYpWiXwuGcdME,L,R3cRgh4HmEtRsmQyp,speaker,2,looks like someone begging and facing right but there are two that look like this it's the one which has quite a clear bend in the knee and no triangle pointing out the back,2_thick,1,9,2,"[{""span"":""someone begging"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":"" facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""quite a clear bend in the knee "",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""no triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""pointing out the back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[11,26],[30,43],[105,136],[140,151],[152,173]]","looks like someone begging  METAPHOR  HOLISTIC  
facing right  LITERAL  PART  
two that look like this  METAPHOR  PART  
one which has quite a clear bend in the knee  METAPHOR  PART  
no triangle pointing out the back  LITERAL  PART"
53,4,Z2WAkYpWiXwuGcdME,D,R3cRgh4HmEtRsmQyp,speaker,2,letter,2_thick,1,5,2,"[{""span"":""letter"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6]]","""letter"" METAPHOR PART"
44,3,zviCQXNM4xWoYTmoY,J,Q5Bs5Daz3vBi66sSW,speaker,6,candle,no_rotate,5,8,NA,"[{""span"": ""candle"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""candle"" METAPHOR HOLISTIC"
37,3,Z2WAkYpWiXwuGcdME,L,R3cRgh4HmEtRsmQyp,speaker,2,beg no triangle,2_thick,1,1,2,"[{""span"":""triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""beg"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[7,15],[0,3]]","""beg"" HOLISTIC PART  
""no"" HOLISTIC PART  
""triangle"" LITERAL PART"
53,4,22dyGMRgestp8u5Lc,C,aSeEmufWmsbLn7YEQ,speaker,2,jumping off building arms up,2_thin,1,5,2,"[{""span"":""jumping off building"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arms up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,20],[21,28]]","""jumping off building"" METAPHOR HOLISTIC  
""arms up"" LITERAL PART"
61,5,rSMFkjhskBteiyQMB,A,ZvhRyXkvKz6ES5HwX,speaker,4,dancing man,4_rotate,3,1,NA,"[{""span"": ""dancing man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""dancing man"" METAPHOR HOLISTIC"
63,5,GWCD2NGoiA2n5Wh2i,E,3J4RLFqgNJW7BsT9G,listener,6,minnesota,6_thick,5,3,6,"[{""span"":""minnesota"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,9]]","""minnesota"" HOLISTIC PART"
63,5,GWCD2NGoiA2n5Wh2i,E,Z6TmKzSh7SAQns8Sg,speaker,6,bunny ears for this round! we're really truckin',6_thick,5,3,6,"[{""span"":""bunny ears"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10]]","""bunny ears"" METAPHOR PART  
""this round"" HOLISTIC PART  
""we're really truckin'"" METAPHOR HOLISTIC"
31,2,LzNv7CD7gRuxpk7cQ,B,5beKfX6iGcYFWgGg5,speaker,3,kneeling down both arms out,3_rotate,2,7,NA,"[{""span"":""kneeling down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""both arms out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13],[14,27]]","""kneeling down"" METAPHOR PART  
""both arms"" PART  
""arms out"" PART"
31,2,LzNv7CD7gRuxpk7cQ,B,5beKfX6iGcYFWgGg5,speaker,3,like an ninger,3_rotate,2,7,NA,"[{""span"": ""like an ninger"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 14]]","""like an ninger"" METAPHOR HOLISTIC"
31,2,LzNv7CD7gRuxpk7cQ,B,MrNX5Si499ovSY845,listener,3,facing which ay,3_rotate,2,7,NA,"[{""span"":""facing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6]]","""facing"" METAPHOR PART"
31,2,LzNv7CD7gRuxpk7cQ,B,5beKfX6iGcYFWgGg5,speaker,3,right,3_rotate,2,7,NA,"[{""span"":""right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,5]]","""right"" METAPHOR PART"
31,2,LzNv7CD7gRuxpk7cQ,B,5beKfX6iGcYFWgGg5,speaker,3,could have angel wings,3_rotate,2,7,NA,"[{""span"":""angel wings"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[11,22]]","""angel wings"" METAPHOR HOLISTIC"
5,0,LzNv7CD7gRuxpk7cQ,D,ePuHpSEgEgZdLy5Hp,speaker,3,like a person facing left holding a book,3_rotate,2,5,NA,"[{""span"":""holding a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""a person facing left "",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[26,40],[5,26]]","""like a person"" METAPHOR HOLISTIC  
""facing left"" LITERAL PART  
""holding a book"" LITERAL PART"
5,0,LzNv7CD7gRuxpk7cQ,D,5beKfX6iGcYFWgGg5,listener,3,is the right hand side straight,3_rotate,2,5,NA,"[{""span"":""right hand side straight"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[7,31]]","""is the right hand side"" METAPHOR HOLISTIC  
""straight"" LITERAL PART"
28,2,GWCD2NGoiA2n5Wh2i,E,3J4RLFqgNJW7BsT9G,listener,6,podium guy ;),6_thick,5,4,6,"[{""span"":""podium guy "",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,11]]","podium guy"" METAPHOR HOLISTIC"
28,2,GWCD2NGoiA2n5Wh2i,E,Z6TmKzSh7SAQns8Sg,speaker,6,bunny ears for this one!,6_thick,5,4,6,"[{""span"": ""bunny ears"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 10]]","""bunny ears"" METAPHOR PART"
27,2,zviCQXNM4xWoYTmoY,D,Q5Bs5Daz3vBi66sSW,speaker,6,priest,no_rotate,5,3,NA,"[{""span"": ""priest"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""priest"" METAPHOR HOLISTIC"
22,1,MDLyuv29jevaGLSeT,D,X8fyxirwxbpnvRKyy,speaker,6,standing up straight facing left with hands out,6_thin,5,10,6,"[{""span"":""standing up straight"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with hands out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,20],[21,32],[33,47]]","""standing up straight"" METAPHOR HOLISTIC  
""facing left"" LITERAL PART  
""with hands out"" LITERAL PART"
59,4,MEJ8y7jRW4947MPrH,C,2ooABLMjEkBCftsH6,speaker,6,celeb,full_feedback,5,11,NA,"[{""span"": ""celeb"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 5]]","""celeb"" METAPHOR HOLISTIC"
37,3,zviCQXNM4xWoYTmoY,B,Q5Bs5Daz3vBi66sSW,speaker,6,dog,no_rotate,5,1,NA,"[{""span"": ""dog"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 3]]","""dog"" METAPHOR HOLISTIC"
43,3,Z2WAkYpWiXwuGcdME,H,R3cRgh4HmEtRsmQyp,speaker,2,limbless,2_thick,1,7,2,"[{""span"":""limbless"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,8]]","""limbless"" METAPHOR HOLISTIC"
37,3,GWCD2NGoiA2n5Wh2i,D,3J4RLFqgNJW7BsT9G,listener,6,Bugs Bunny =p,6_thick,5,1,6,"[{""span"": ""Bugs Bunny"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""Bugs Bunny"" METAPHOR HOLISTIC"
37,3,GWCD2NGoiA2n5Wh2i,D,Z6TmKzSh7SAQns8Sg,speaker,6,podium man!,6_thick,5,1,6,"[{""span"": ""podium man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""podium man"" METAPHOR HOLISTIC"
28,2,BTbGhXZvjdSFubTBg,F,WXmyGwByDtSr3gTyk,speaker,6,slouchy guy,6_thick,5,4,6,"[{""span"": ""slouchy guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""slouchy guy"" METAPHOR HOLISTIC"
28,2,BTbGhXZvjdSFubTBg,F,teS8cAZWPXbdKTZP4,listener,6,bean bag sloucher,6_thick,5,4,6,"[{""span"":""bean bag"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sloucher"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,8],[9,17]]","""bean bag"" METAPHOR HOLISTIC  
""sloucher"" METAPHOR PART"
28,2,BTbGhXZvjdSFubTBg,F,j9qfbLnF9TpFABZaJ,listener,6,bean bag,6_thick,5,4,6,"[{""span"": ""bean bag"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 8]]","""bean bag"" METAPHOR HOLISTIC"
33,2,MDLyuv29jevaGLSeT,D,9SydRxgkpDiJakuxY,speaker,6,standing up straight facing left,6_thin,5,9,6,"[{""span"":""standing up straight"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,20],[21,32]]","""standing up straight"" METAPHOR PART
""facing left"" LITERAL PART"
67,5,MDLyuv29jevaGLSeT,K,MKCTjgM8AFzBJaAuA,speaker,6,Praying kneeling facing right,6_thin,3,7,4,"[{""span"":""Praying"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""kneeling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7],[8,16],[17,29]]","""Praying"" METAPHOR HOLISTIC
""kneeling"" METAPHOR PART
""facing right"" LITERAL PART"
63,5,Z2WAkYpWiXwuGcdME,J,R3cRgh4HmEtRsmQyp,speaker,2,rectangle,2_thick,1,3,2,"[{""span"": ""rectangle"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 9]]","""rectangle"" LITERAL PART"
70,5,GWCD2NGoiA2n5Wh2i,D,3J4RLFqgNJW7BsT9G,listener,6,Sitting man,6_thick,5,10,6,"[{""span"": ""Sitting man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""Sitting man"" METAPHOR HOLISTIC"
70,5,GWCD2NGoiA2n5Wh2i,D,Z6TmKzSh7SAQns8Sg,speaker,6,podium guy this time!,6_thick,5,10,6,"[{""span"": ""podium guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""podium guy"" METAPHOR HOLISTIC"
56,4,LzNv7CD7gRuxpk7cQ,B,MrNX5Si499ovSY845,speaker,3,angel,3_rotate,2,8,NA,"[{""span"": ""angel"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 5]]","""angel"" METAPHOR HOLISTIC"
30,2,22dyGMRgestp8u5Lc,F,aSeEmufWmsbLn7YEQ,speaker,2,guy relaxing in park facing left arms not visible,2_thin,1,6,2,"[{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arms not visible"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""guy relaxing in park"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[21,32],[33,49],[0,20]]","""guy"" METAPHOR HOLISTIC  
""relaxing"" METAPHOR HOLISTIC  
""in park"" LITERAL PART  
""facing left"" LITERAL PART  
""arms not visible"" LITERAL PART"
59,4,22dyGMRgestp8u5Lc,K,aSeEmufWmsbLn7YEQ,speaker,2,kneeling with Bible facing right,2_thin,1,11,2,"[{""span"":""kneeling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""Bible"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,8],[14,19],[20,32]]","""kneeling"" METAPHOR PART  
""with""  
""Bible"" LITERAL PART  
""facing"" LITERAL PART  
""right"" LITERAL PART"
61,5,MDLyuv29jevaGLSeT,C,MKCTjgM8AFzBJaAuA,speaker,6,flying facing left,6_thin,3,1,4,"[{""span"":""flying"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6],[7,18]]","""flying"" METAPHOR HOLISTIC  
""facing left"" LITERAL PART"
21,1,22dyGMRgestp8u5Lc,B,zbNWfn7CxR9SSytWA,speaker,2,"baby looking up with arms out, bow on back of head",2_thin,1,9,2,"[{""span"":""arms out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""bow on back of head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""baby looking up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[21,29],[31,50],[0,15]]","""looking up"" METAPHOR PART  
""arms out"" METAPHOR PART  
""bow on back of head"" METAPHOR PART"
22,1,BTbGhXZvjdSFubTBg,C,WXmyGwByDtSr3gTyk,speaker,6,flying person,6_thick,5,10,6,"[{""span"": ""flying person"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 13]]","""flying person"" METAPHOR HOLISTIC"
22,1,BTbGhXZvjdSFubTBg,C,teS8cAZWPXbdKTZP4,listener,6,Raver guy,6_thick,5,10,6,"[{""span"": ""Raver guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""Raver guy"" METAPHOR HOLISTIC"
22,1,BTbGhXZvjdSFubTBg,C,EnZxY9HcC4c6WuCd8,listener,6,Like a ghost,6_thick,5,10,6,"[{""span"": ""Like a ghost"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 12]]","""Like a ghost"" METAPHOR HOLISTIC"
22,1,BTbGhXZvjdSFubTBg,C,YZav64FB85yPmwMCq,listener,6,No legs,6_thick,5,10,6,"[{""span"": ""No legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 7]]","""No legs"" METAPHOR PART"
22,1,BTbGhXZvjdSFubTBg,C,WXmyGwByDtSr3gTyk,speaker,6,no legs flat body,6_thick,5,10,6,"[{""span"":""no legs"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""flat"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""body"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,7],[8,12],[13,17]]","I'm sorry, but I need the exact message to label. Please provide the full text so I can analyze and label the meaningful phrases according to your guidelines."
22,1,BTbGhXZvjdSFubTBg,C,EnZxY9HcC4c6WuCd8,listener,6,Ghost meme,6_thick,5,10,6,"[{""span"": ""Ghost meme"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""Ghost meme"" METAPHOR HOLISTIC"
22,1,BTbGhXZvjdSFubTBg,C,teS8cAZWPXbdKTZP4,listener,6,Arms out in the air or no arms,6_thick,5,10,6,"[{""span"": ""Arms out"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}, {""span"": ""no arms"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 8], [23, 30]]","""Arms out"" METAPHOR PART  
""no arms"" METAPHOR PART"
22,1,BTbGhXZvjdSFubTBg,C,WXmyGwByDtSr3gTyk,speaker,6,both arms in air,6_thick,5,10,6,"[{""span"":""both arms in air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,16]]","""both arms in air"" METAPHOR HOLISTIC"
22,1,BTbGhXZvjdSFubTBg,C,teS8cAZWPXbdKTZP4,listener,6,Raver guy,6_thick,5,10,6,"[{""span"": ""Raver guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""Raver guy"" METAPHOR HOLISTIC"
12,1,MEJ8y7jRW4947MPrH,K,o6obBbzzSPJE34pKb,speaker,6,kneeling down arms pointed to the right legs behind body facing left and flicking up to the ceiling,full_feedback,5,0,NA,"[{""span"":""kneeling down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""legs behind"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""flicking up to the ceiling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""arms pointed to the right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13],[40,51],[57,68],[73,99],[14,39]]","""kneeling down"" METAPHOR PART  
""arms"" METAPHOR PART  
""pointed to the right"" METAPHOR PART  
""legs behind"" METAPHOR PART  
""body"" LITERAL PART  
""facing left"" METAPHOR PART  
""flicking up to the ceiling"" METAPHOR PART"
12,1,MEJ8y7jRW4947MPrH,K,JgAvTcZ3mLH7Ex3pZ,listener,6,like holding a serving tray to the right,full_feedback,5,0,NA,"[{""span"":""holding a serving tray to the right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[5,40]]","""holding a serving tray"" METAPHOR PART  
""to the right"" LITERAL PART"
12,1,MEJ8y7jRW4947MPrH,K,o6obBbzzSPJE34pKb,speaker,6,diamond head,full_feedback,5,0,NA,"[{""span"":""diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,7],[8,12]]","""diamond head"" METAPHOR PART"
12,1,MEJ8y7jRW4947MPrH,K,2ooABLMjEkBCftsH6,listener,6,bending knees or kneeling on them,full_feedback,5,0,NA,"[{""span"":""bending knees"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""kneeling on them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,13],[17,33]]","""bending knees"" METAPHOR PART  
""kneeling on them"" METAPHOR PART"
12,1,MEJ8y7jRW4947MPrH,K,o6obBbzzSPJE34pKb,speaker,6,kneeling on them and his feet behind him flicking up to the sky,full_feedback,5,0,NA,"[{""span"":""kneeling on them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""his feet behind him flicking up to the sky"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,16],[21,63]]","""kneeling"" METAPHOR PART  
""on them"" LITERAL PART  
""feet"" METAPHOR PART  
""behind him"" LITERAL PART  
""flicking"" METAPHOR PART  
""up to the sky"" LITERAL PART"
12,1,MEJ8y7jRW4947MPrH,K,o6obBbzzSPJE34pKb,speaker,6,his shoulders also look like the start of another diamond,full_feedback,5,0,NA,"[{""span"":""his shoulders "",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""the start of another diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,14],[29,57]]","""shoulders also look like the start of another diamond"" METAPHOR HOLISTIC"
0,0,BTbGhXZvjdSFubTBg,E,WXmyGwByDtSr3gTyk,speaker,6,The person sitting down with its arms above its head,6_thick,3,0,6,"[{""span"":""The person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sitting down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with its arms"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""above its head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10],[11,23],[24,37],[38,52]]","""The person"" METAPHOR HOLISTIC  
""sitting down"" METAPHOR PART  
""with its arms"" METAPHOR PART  
""above its head"" METAPHOR PART"
